3552.53,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0.199504,0.419161,0.373816,0.447878,0.833411,0.5245,0.25604,0.714544,0.233856,0.793199
1154.43,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0.422197,0.61366,0.383428,0.372405,0.864052,0.5245,0.33428,0.519456,0.253506,0.295055
4822.07,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0.737068,0.54977,0.594598,0.90528,0.408773,0.62918,0.37493,0.331643,0.315758,0.32148
2809.74,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0.555782,0.317666,0.309621,0.863,0.431372,0.73247,0.60932,0.579845,0.723122,0.810941
3110.41,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0.199504,0.57136,0.432728,0.281143,0.594714,0.54829,0.29595,0.630853,0.660756,0.462723
1301.26,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0.488789,0.692825,0.473202,0.551723,0.902031,0.60659,0.74817,0.692256,0.576071,0.270699
10104.79,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0.737068,0.317666,0.802892,0.635304,0.671992,0.80438,0.80218,0.832658,0.854872,0.338507
858.55,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0.100099,0.26357,0.442784,0.281143,0.324978,0.57771,0.20496,0.270746,0.63026,0.204815
692.55,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0.555782,0.692825,0.564742,0.78907,0.347485,0.36083,0.45017,0.692256,0.339244,0.809144
786.26,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0.422197,0.54977,0.554673,0.82168,0.450226,0.61229,0.74396,0.55738,0.689974,0.580748
1028.04,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0.422197,0.61366,0.327354,0.718531,0.480915,0.33906,0.73106,0.648446,0.687115,0.422249
